ORDER_KEY,ORDER_DATE,CUSTOMER_KEY,STATUS_CODE,PRIORITY_CODE,CLERK_NAME,SHIP_PRIORITY,ORDER_COUNT,RETURN_COUNT,GROSS_ITEM_SALES_AMOUNT,ITEM_DISCOUNT_AMOUNT,ITEM_TAX_AMOUNT,NET_ITEM_SALES_AMOUNT,NAME,ADDRESS,NATION,REGION,PHONE_NUMBER
47591,1992-01-03,823,F,1-URGENT,Clerk#000000497,0,1,0,127469,0.0,0.0,254938.0,,,,,
7618,1992-01-04,883,F,2-HIGH,Clerk#000000782,0,1,6,303463,0.0,0.0,606926.0,,,,,
10945,1992-01-04,248,F,3-MEDIUM,Clerk#000000296,0,1,2,173764,0.0,0.0,347528.0,Customer#000000248,mgT15r8asLyaED,IRAN,MIDDLE EAST,20-447-727-8914
9379,1992-01-04,350,F,1-URGENT,Clerk#000000764,0,1,1,148653,0.0,0.0,297306.0,Customer#000000350,G vBMGVmIOHl7tc4HeNMiMkKY,MOROCCO,AFRICA,25-960-809-3690
56675,1992-01-04,1078,F,4-NOT SPECIFIED,Clerk#000000140,0,1,3,143299,0.0,0.0,286598.0,,,,,
4000,1992-01-04,697,F,5-LOW,Clerk#000000339,0,1,0,148674,0.0,0.0,297348.0,,,,,
56033,1992-01-04,1357,F,2-HIGH,Clerk#000000446,0,1,1,35603,0.0,0.0,71206.0,,,,,
16164,1992-01-04,985,F,5-LOW,Clerk#000000057,0,1,1,133908,0.0,0.0,267816.0,,,,,
50471,1992-01-04,751,F,5-LOW,Clerk#000000217,0,1,0,40652,0.0,0.0,81304.0,,,,,
35811,1992-01-04,586,F,1-URGENT,Clerk#000000257,0,1,4,187286,0.0,0.0,374572.0,,,,,
34145,1992-01-04,530,F,3-MEDIUM,Clerk#000000976,0,1,1,91503,0.0,0.0,183006.0,,,,,
43494,1992-01-04,913,F,3-MEDIUM,Clerk#000000771,0,1,0,123113,0.0,0.0,246226.0,,,,,
16064,1992-01-05,19,F,3-MEDIUM,Clerk#000000209,0,1,1,119271,0.0,0.0,238542.0,Customer#000000019,"uc,3bHIx84H,wdrmLOjVsiqXCq2tr",CHINA,ASIA,28-396-526-5053
55011,1992-01-05,833,F,1-URGENT,Clerk#000000957,0,1,3,215587,0.0,0.0,431174.0,,,,,
6278,1992-01-05,337,F,2-HIGH,Clerk#000000042,0,1,4,158033,0.0,0.0,316066.0,Customer#000000337,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,AFRICA,10-337-165-1106
44646,1992-01-05,1400,F,5-LOW,Clerk#000000348,0,1,2,101543,0.0,0.0,203086.0,,,,,
7107,1992-01-05,908,F,4-NOT SPECIFIED,Clerk#000000510,0,1,3,287989,0.0,0.0,575978.0,,,,,
31555,1992-01-05,679,F,1-URGENT,Clerk#000000049,0,1,2,107575,0.0,0.0,215150.0,,,,,
39619,1992-01-05,347,F,5-LOW,Clerk#000000115,0,1,2,142375,0.0,0.0,284750.0,Customer#000000347,qRT7WRrnykLDfTc5Ei,ARGENTINA,AMERICA,11-519-832-9913
16036,1992-01-06,808,F,3-MEDIUM,Clerk#000000350,0,1,1,259059,0.0,0.0,518118.0,,,,,
13444,1992-01-06,176,F,2-HIGH,Clerk#000000199,0,1,2,312227,0.0,0.0,624454.0,Customer#000000176,9hBepY2uz88HlCqToOLgeU770u81FeL,JORDAN,MIDDLE EAST,23-432-942-8830
5601,1992-01-06,110,F,2-HIGH,Clerk#000000827,0,1,0,184411,0.0,0.0,368822.0,Customer#000000110,mymPfgphaYXNYtk,IRAN,MIDDLE EAST,20-893-536-2069
10432,1992-01-06,1231,F,5-LOW,Clerk#000000429,0,1,1,167038,0.0,0.0,334076.0,,,,,
25442,1992-01-06,499,F,2-HIGH,Clerk#000000977,0,1,0,143386,0.0,0.0,286772.0,Customer#000000499,m1hO3VXQVbwTbJ99Hw,KENYA,AFRICA,24-387-817-9149
52517,1992-01-06,359,F,3-MEDIUM,Clerk#000000665,0,1,1,133861,0.0,0.0,267722.0,Customer#000000359,z4lUH9ssc3K2w0UjRIuNRrdqw,KENYA,AFRICA,24-608-547-4751
18625,1992-01-06,1489,F,1-URGENT,Clerk#000000512,0,1,5,275804,0.0,0.0,551608.0,,,,,
52516,1992-01-06,1150,F,2-HIGH,Clerk#000000699,0,1,4,161540,0.0,0.0,323080.0,,,,,
4800,1992-01-06,352,F,5-LOW,Clerk#000000625,0,1,3,139854,0.0,0.0,279708.0,Customer#000000352,HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw,INDONESIA,ASIA,19-906-158-8420
57698,1992-01-07,953,F,1-URGENT,Clerk#000000753,0,1,4,192391,0.0,0.0,384782.0,,,,,
2983,1992-01-07,613,F,1-URGENT,Clerk#000000278,0,1,1,82235,0.0,0.0,164470.0,,,,,
56645,1992-01-07,1289,F,5-LOW,Clerk#000000424,0,1,3,295711,0.0,0.0,591422.0,,,,,
15141,1992-01-08,379,F,3-MEDIUM,Clerk#000000887,0,1,3,136621,0.0,0.0,273242.0,Customer#000000379,"t3QzCf,q1NbshmjOIUY",GERMANY,EUROPE,17-228-550-9246
45284,1992-01-08,788,F,2-HIGH,Clerk#000000620,0,1,0,46799,0.0,0.0,93598.0,,,,,
54115,1992-01-08,791,F,5-LOW,Clerk#000000109,0,1,3,196120,0.0,0.0,392240.0,,,,,
12769,1992-01-08,1057,F,4-NOT SPECIFIED,Clerk#000000590,0,1,1,29039,0.0,0.0,58078.0,,,,,
58081,1992-01-08,161,F,2-HIGH,Clerk#000000690,0,1,3,136180,0.0,0.0,272360.0,Customer#000000161,"2oRkx,NtjFUh",GERMANY,EUROPE,17-805-718-2449
4292,1992-01-09,244,F,3-MEDIUM,Clerk#000000794,0,1,3,181006,0.0,0.0,362012.0,Customer#000000244,FBVbCpEVaFaP8KogqQO2VuXeVx,MOROCCO,AFRICA,25-621-225-8173
26818,1992-01-09,1186,F,4-NOT SPECIFIED,Clerk#000000401,0,1,2,317113,0.0,0.0,634226.0,,,,,
42886,1992-01-09,1265,F,3-MEDIUM,Clerk#000000519,0,1,3,73064,0.0,0.0,146128.0,,,,,
23334,1992-01-09,1444,F,3-MEDIUM,Clerk#000000732,0,1,1,33220,0.0,0.0,66440.0,,,,,
59456,1992-01-09,1012,F,5-LOW,Clerk#000000779,0,1,2,165202,0.0,0.0,330404.0,,,,,
7042,1992-01-09,359,F,3-MEDIUM,Clerk#000000498,0,1,2,212291,0.0,0.0,424582.0,Customer#000000359,z4lUH9ssc3K2w0UjRIuNRrdqw,KENYA,AFRICA,24-608-547-4751
14726,1992-01-09,1279,F,5-LOW,Clerk#000000590,0,1,1,96127,0.0,0.0,192254.0,,,,,
54307,1992-01-09,988,F,2-HIGH,Clerk#000000085,0,1,2,218990,0.0,0.0,437980.0,,,,,
5409,1992-01-09,127,F,5-LOW,Clerk#000000171,0,1,2,191975,0.0,0.0,383950.0,Customer#000000127,Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj,VIETNAM,ASIA,31-101-672-2951
14820,1992-01-10,1135,F,2-HIGH,Clerk#000000090,0,1,2,153678,0.0,0.0,307356.0,,,,,
53474,1992-01-10,118,F,4-NOT SPECIFIED,Clerk#000000875,0,1,0,106508,0.0,0.0,213016.0,Customer#000000118,OVnFuHygK9wx3xpg8,CHINA,ASIA,28-639-943-7051
18180,1992-01-10,1006,F,2-HIGH,Clerk#000000081,0,1,1,59416,0.0,0.0,118832.0,,,,,
51424,1992-01-10,949,F,4-NOT SPECIFIED,Clerk#000000161,0,1,1,176222,0.0,0.0,352444.0,,,,,
3744,1992-01-10,643,F,3-MEDIUM,Clerk#000000765,0,1,0,55498,0.0,0.0,110996.0,,,,,
48704,1992-01-10,196,F,2-HIGH,Clerk#000000748,0,1,4,263199,0.0,0.0,526398.0,Customer#000000196,68RstNo6a2B,CHINA,ASIA,28-135-177-2472
58915,1992-01-10,1037,F,4-NOT SPECIFIED,Clerk#000000040,0,1,2,157674,0.0,0.0,315348.0,,,,,
11296,1992-01-10,832,F,1-URGENT,Clerk#000000966,0,1,2,378184,0.0,0.0,756368.0,,,,,
39648,1992-01-11,653,F,5-LOW,Clerk#000000171,0,1,4,103192,0.0,0.0,206384.0,,,,,
18275,1992-01-11,206,F,5-LOW,Clerk#000000424,0,1,1,212131,0.0,0.0,424262.0,Customer#000000206,"xsg,ehRHS5OKqyBR5YtoPm8myz",INDONESIA,ASIA,19-976-832-3312
44033,1992-01-11,1370,F,1-URGENT,Clerk#000000109,0,1,1,61401,0.0,0.0,122802.0,,,,,
4998,1992-01-11,319,F,4-NOT SPECIFIED,Clerk#000000054,0,1,3,202500,0.0,0.0,405000.0,Customer#000000319, UQ5mF3sdoZT2,FRANCE,EUROPE,16-734-928-1642
34662,1992-01-11,760,F,1-URGENT,Clerk#000000878,0,1,3,255918,0.0,0.0,511836.0,,,,,
10053,1992-01-11,1441,F,2-HIGH,Clerk#000000508,0,1,4,155159,0.0,0.0,310318.0,,,,,
17540,1992-01-11,866,F,5-LOW,Clerk#000000084,0,1,1,103805,0.0,0.0,207610.0,,,,,
20708,1992-01-11,1009,F,5-LOW,Clerk#000000321,0,1,4,221116,0.0,0.0,442232.0,,,,,
54786,1992-01-12,226,F,4-NOT SPECIFIED,Clerk#000000033,0,1,1,159936,0.0,0.0,319872.0,Customer#000000226,ToEmqB90fM TkLqyEgX8MJ8T8NkK,CANADA,AMERICA,13-452-318-7709
39942,1992-01-12,712,F,1-URGENT,Clerk#000000767,0,1,0,35590,0.0,0.0,71180.0,,,,,
22663,1992-01-12,1342,F,5-LOW,Clerk#000000147,0,1,1,152925,0.0,0.0,305850.0,,,,,
47879,1992-01-12,1165,F,1-URGENT,Clerk#000000528,0,1,1,57369,0.0,0.0,114738.0,,,,,
23015,1992-01-12,782,F,3-MEDIUM,Clerk#000000142,0,1,1,112729,0.0,0.0,225458.0,,,,,
41281,1992-01-12,502,F,1-URGENT,Clerk#000000532,0,1,0,41624,0.0,0.0,83248.0,,,,,
44036,1992-01-12,412,F,2-HIGH,Clerk#000000917,0,1,1,25788,0.0,0.0,51576.0,Customer#000000412,"5IN2Y,QrhDJ2YBVGKiDbMpzi2hk1fmozIy2zQ",RUSSIA,EUROPE,32-940-318-3191
51970,1992-01-12,719,F,4-NOT SPECIFIED,Clerk#000000154,0,1,3,112642,0.0,0.0,225284.0,,,,,
59969,1992-01-12,1210,F,2-HIGH,Clerk#000000926,0,1,3,228543,0.0,0.0,457086.0,,,,,
38147,1992-01-13,1384,F,2-HIGH,Clerk#000000835,0,1,3,165784,0.0,0.0,331568.0,,,,,
292,1992-01-13,223,F,2-HIGH,Clerk#000000193,0,1,2,56956,0.0,0.0,113912.0,Customer#000000223,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,MIDDLE EAST,30-193-643-1517
7783,1992-01-13,1307,F,3-MEDIUM,Clerk#000000657,0,1,1,190201,0.0,0.0,380402.0,,,,,
51269,1992-01-13,607,F,2-HIGH,Clerk#000000390,0,1,4,185343,0.0,0.0,370686.0,,,,,
28485,1992-01-13,79,F,2-HIGH,Clerk#000000707,0,1,6,233202,0.0,0.0,466404.0,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MOROCCO,AFRICA,25-147-850-4166
21382,1992-01-13,455,F,1-URGENT,Clerk#000000112,0,1,6,376378,0.0,0.0,752756.0,Customer#000000455,"sssuscPJ,ZYQ8viO",FRANCE,EUROPE,16-863-225-9454
5382,1992-01-13,344,F,5-LOW,Clerk#000000809,0,1,1,180903,0.0,0.0,361806.0,Customer#000000344,"Zasc8,E0VVY",BRAZIL,AMERICA,12-810-788-6699
24005,1992-01-13,602,F,1-URGENT,Clerk#000000359,0,1,1,147474,0.0,0.0,294948.0,,,,,
56070,1992-01-14,592,F,5-LOW,Clerk#000000410,0,1,0,82337,0.0,0.0,164674.0,,,,,
52068,1992-01-14,301,F,4-NOT SPECIFIED,Clerk#000000155,0,1,6,175946,0.0,0.0,351892.0,Customer#000000301,FtFq9Cgg5UAzUL,GERMANY,EUROPE,17-265-345-9265
3011,1992-01-14,898,F,5-LOW,Clerk#000000515,0,1,1,56817,0.0,0.0,113634.0,,,,,
22914,1992-01-14,409,F,1-URGENT,Clerk#000000859,0,1,3,317609,0.0,0.0,635218.0,Customer#000000409,mtrMiDvQxNsy1Cj0cU4ITEW5wGKLPQ2IPHNE9r4,IRAQ,MIDDLE EAST,21-466-412-4731
6501,1992-01-14,34,F,2-HIGH,Clerk#000000637,0,1,3,169534,0.0,0.0,339068.0,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",MOROCCO,AFRICA,25-344-968-5422
48326,1992-01-14,1499,F,4-NOT SPECIFIED,Clerk#000000793,0,1,2,69347,0.0,0.0,138694.0,,,,,
10151,1992-01-15,589,F,1-URGENT,Clerk#000000645,0,1,1,10791,0.0,0.0,21582.0,,,,,
36357,1992-01-15,670,F,4-NOT SPECIFIED,Clerk#000000771,0,1,3,201999,0.0,0.0,403998.0,,,,,
20834,1992-01-15,1168,F,3-MEDIUM,Clerk#000000830,0,1,0,37481,0.0,0.0,74962.0,,,,,
32615,1992-01-15,1348,F,4-NOT SPECIFIED,Clerk#000000128,0,1,0,31568,0.0,0.0,63136.0,,,,,
49543,1992-01-15,392,F,4-NOT SPECIFIED,Clerk#000000523,0,1,2,93974,0.0,0.0,187948.0,Customer#000000392,H7M6JObndO,PERU,AMERICA,27-601-793-2507
56007,1992-01-16,1420,F,2-HIGH,Clerk#000000480,0,1,1,9532,0.0,0.0,19064.0,,,,,
16807,1992-01-16,631,F,3-MEDIUM,Clerk#000000655,0,1,1,158199,0.0,0.0,316398.0,,,,,
24864,1992-01-16,400,F,1-URGENT,Clerk#000000199,0,1,2,155985,0.0,0.0,311970.0,Customer#000000400,U23zy17EPxqmJn7neVc,KENYA,AFRICA,24-522-746-1247
26883,1992-01-16,1478,F,5-LOW,Clerk#000000201,0,1,0,45743,0.0,0.0,91486.0,,,,,
25351,1992-01-16,1498,F,3-MEDIUM,Clerk#000000470,0,1,1,37507,0.0,0.0,75014.0,,,,,
2210,1992-01-16,319,F,2-HIGH,Clerk#000000941,0,1,0,60436,0.0,0.0,120872.0,Customer#000000319, UQ5mF3sdoZT2,FRANCE,EUROPE,16-734-928-1642
13027,1992-01-16,955,F,1-URGENT,Clerk#000000236,0,1,1,163535,0.0,0.0,327070.0,,,,,
46563,1992-01-17,281,F,4-NOT SPECIFIED,Clerk#000000368,0,1,3,92757,0.0,0.0,185514.0,Customer#000000281,x5gJ8IGm2Fo9Jigt,FRANCE,EUROPE,16-809-382-6446
29090,1992-01-17,1024,F,3-MEDIUM,Clerk#000000898,0,1,5,206721,0.0,0.0,413442.0,,,,,
9632,1992-01-17,1429,F,5-LOW,Clerk#000000857,0,1,2,147894,0.0,0.0,295788.0,,,,,
29573,1992-01-17,256,F,1-URGENT,Clerk#000000064,0,1,0,82455,0.0,0.0,164910.0,Customer#000000256,eJ6AggYh80JMEzZNwYK4CIC2flT,IRAN,MIDDLE EAST,20-229-271-4429
23268,1992-01-17,601,F,2-HIGH,Clerk#000000538,0,1,3,123620,0.0,0.0,247240.0,,,,,
3685,1992-01-17,158,F,3-MEDIUM,Clerk#000000954,0,1,3,232738,0.0,0.0,465476.0,Customer#000000158,"2HaYxi0J1620aoI1CdFyrW,rWOy",IRAN,MIDDLE EAST,20-383-680-1329
33410,1992-01-17,1288,F,1-URGENT,Clerk#000000489,0,1,1,104644,0.0,0.0,209288.0,,,,,
29888,1992-01-17,1300,F,1-URGENT,Clerk#000000890,0,1,2,208786,0.0,0.0,417572.0,,,,,
29412,1992-01-18,944,F,1-URGENT,Clerk#000000754,0,1,0,23223,0.0,0.0,46446.0,,,,,
54978,1992-01-19,842,F,2-HIGH,Clerk#000000675,0,1,1,26517,0.0,0.0,53034.0,,,,,
15491,1992-01-19,1471,F,3-MEDIUM,Clerk#000000851,0,1,4,192809,0.0,0.0,385618.0,,,,,
42753,1992-01-19,1297,F,3-MEDIUM,Clerk#000000656,0,1,0,129793,0.0,0.0,259586.0,,,,,
28197,1992-01-19,1361,F,4-NOT SPECIFIED,Clerk#000000084,0,1,1,93587,0.0,0.0,187174.0,,,,,
24290,1992-01-19,1351,F,4-NOT SPECIFIED,Clerk#000000279,0,1,0,75492,0.0,0.0,150984.0,,,,,
52837,1992-01-19,1297,F,1-URGENT,Clerk#000000712,0,1,1,226864,0.0,0.0,453728.0,,,,,
51044,1992-01-19,1234,F,5-LOW,Clerk#000000757,0,1,5,213203,0.0,0.0,426406.0,,,,,
6886,1992-01-20,1006,F,2-HIGH,Clerk#000000116,0,1,4,156599,0.0,0.0,313198.0,,,,,
11969,1992-01-20,449,F,4-NOT SPECIFIED,Clerk#000000641,0,1,4,273833,0.0,0.0,547666.0,Customer#000000449,DiUXazp8EYcJFsX2a7nciEpo9W5BRB4iqdb9HWL,EGYPT,MIDDLE EAST,14-893-381-6454
50433,1992-01-20,1135,F,1-URGENT,Clerk#000000830,0,1,2,343169,0.0,0.0,686338.0,,,,,
7684,1992-01-20,1145,F,3-MEDIUM,Clerk#000000068,0,1,2,209445,0.0,0.0,418890.0,,,,,
33956,1992-01-20,253,F,5-LOW,Clerk#000000001,0,1,0,173523,0.0,0.0,347046.0,Customer#000000253,naGyIRPFPH E,MOROCCO,AFRICA,25-461-140-9884
38277,1992-01-20,976,F,1-URGENT,Clerk#000000511,0,1,2,22648,0.0,0.0,45296.0,,,,,
33285,1992-01-20,736,F,2-HIGH,Clerk#000000396,0,1,4,244817,0.0,0.0,489634.0,,,,,
8034,1992-01-20,739,F,2-HIGH,Clerk#000000998,0,1,4,152940,0.0,0.0,305880.0,,,,,
29223,1992-01-21,1099,F,2-HIGH,Clerk#000000325,0,1,2,233212,0.0,0.0,466424.0,,,,,
37377,1992-01-21,1267,F,3-MEDIUM,Clerk#000000476,0,1,5,206607,0.0,0.0,413214.0,,,,,
19617,1992-01-21,62,F,5-LOW,Clerk#000000973,0,1,1,80621,0.0,0.0,161242.0,Customer#000000062,"upJK2Dnw13,",GERMANY,EUROPE,17-361-978-7059
38690,1992-01-21,716,F,5-LOW,Clerk#000000593,0,1,1,80221,0.0,0.0,160442.0,,,,,
51232,1992-01-21,1433,F,3-MEDIUM,Clerk#000000446,0,1,2,269157,0.0,0.0,538314.0,,,,,
59489,1992-01-21,517,F,1-URGENT,Clerk#000000510,0,1,2,222398,0.0,0.0,444796.0,,,,,
7973,1992-01-21,932,F,5-LOW,Clerk#000000539,0,1,0,80495,0.0,0.0,160990.0,,,,,
6016,1992-01-21,217,F,2-HIGH,Clerk#000000119,0,1,1,101988,0.0,0.0,203976.0,Customer#000000217,YIy05RMdthrXqdfnNKud,UNITED KINGDOM,EUROPE,33-159-298-3849
11428,1992-01-22,628,F,3-MEDIUM,Clerk#000000926,0,1,1,7295,0.0,0.0,14590.0,,,,,
40706,1992-01-22,778,F,3-MEDIUM,Clerk#000000176,0,1,2,175648,0.0,0.0,351296.0,,,,,
55618,1992-01-22,1498,F,3-MEDIUM,Clerk#000000652,0,1,2,216818,0.0,0.0,433636.0,,,,,
44549,1992-01-23,814,F,3-MEDIUM,Clerk#000000915,0,1,2,163207,0.0,0.0,326414.0,,,,,
19715,1992-01-23,1046,F,1-URGENT,Clerk#000000015,0,1,1,19078,0.0,0.0,38156.0,,,,,
9761,1992-01-23,433,F,4-NOT SPECIFIED,Clerk#000000468,0,1,0,71716,0.0,0.0,143432.0,Customer#000000433,7XFuE4 euQR0w,SAUDI ARABIA,MIDDLE EAST,30-659-445-3595
30629,1992-01-23,962,F,3-MEDIUM,Clerk#000000489,0,1,4,125350,0.0,0.0,250700.0,,,,,
28582,1992-01-23,1202,F,4-NOT SPECIFIED,Clerk#000000997,0,1,2,107418,0.0,0.0,214836.0,,,,,
58178,1992-01-23,962,F,4-NOT SPECIFIED,Clerk#000000962,0,1,2,100223,0.0,0.0,200446.0,,,,,
41441,1992-01-24,1420,F,3-MEDIUM,Clerk#000000078,0,1,1,69604,0.0,0.0,139208.0,,,,,
2688,1992-01-24,974,F,2-HIGH,Clerk#000000720,0,1,5,244557,0.0,0.0,489114.0,,,,,
28902,1992-01-24,388,F,5-LOW,Clerk#000000931,0,1,6,225453,0.0,0.0,450906.0,Customer#000000388,dV4lqEufXkF8R,GERMANY,EUROPE,17-856-814-6352
36000,1992-01-24,1063,F,1-URGENT,Clerk#000000544,0,1,0,14701,0.0,0.0,29402.0,,,,,
6373,1992-01-24,385,F,4-NOT SPECIFIED,Clerk#000000432,0,1,3,183188,0.0,0.0,366376.0,Customer#000000385,zJvPI24TSPpiFzYfu3RvTKQ9,CANADA,AMERICA,13-741-675-6890
56455,1992-01-24,379,F,3-MEDIUM,Clerk#000000326,0,1,4,160037,0.0,0.0,320074.0,Customer#000000379,"t3QzCf,q1NbshmjOIUY",GERMANY,EUROPE,17-228-550-9246
26053,1992-01-25,853,F,5-LOW,Clerk#000000027,0,1,3,182637,0.0,0.0,365274.0,,,,,
44647,1992-01-25,934,F,5-LOW,Clerk#000000034,0,1,3,250865,0.0,0.0,501730.0,,,,,
46243,1992-01-25,329,F,5-LOW,Clerk#000000189,0,1,4,283906,0.0,0.0,567812.0,Customer#000000329,67r6XnIxUVgAc3pRX8tmGOw,IRAQ,MIDDLE EAST,21-106-357-8302
54784,1992-01-26,637,F,4-NOT SPECIFIED,Clerk#000000671,0,1,1,72341,0.0,0.0,144682.0,,,,,
37892,1992-01-26,1126,F,1-URGENT,Clerk#000000272,0,1,1,29567,0.0,0.0,59134.0,,,,,
50821,1992-01-26,583,F,4-NOT SPECIFIED,Clerk#000000446,0,1,1,60848,0.0,0.0,121696.0,,,,,
15073,1992-01-26,74,F,3-MEDIUM,Clerk#000000951,0,1,0,79592,0.0,0.0,159184.0,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",EGYPT,MIDDLE EAST,14-199-862-7209
15554,1992-01-26,43,F,2-HIGH,Clerk#000000460,0,1,2,118667,0.0,0.0,237334.0,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,ROMANIA,EUROPE,29-316-665-2897
26759,1992-01-26,41,F,4-NOT SPECIFIED,Clerk#000000200,0,1,2,213964,0.0,0.0,427928.0,Customer#000000041,IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF,IRAN,MIDDLE EAST,20-917-711-4011
54177,1992-01-26,989,F,1-URGENT,Clerk#000000826,0,1,1,234182,0.0,0.0,468364.0,,,,,
15940,1992-01-27,685,F,1-URGENT,Clerk#000000634,0,1,1,104345,0.0,0.0,208690.0,,,,,
32966,1992-01-27,1006,F,5-LOW,Clerk#000000600,0,1,1,266528,0.0,0.0,533056.0,,,,,
45447,1992-01-27,355,F,3-MEDIUM,Clerk#000000626,0,1,3,216571,0.0,0.0,433142.0,Customer#000000355,205r3Xg9ZWjPZNX1z,KENYA,AFRICA,24-656-787-6091
48003,1992-01-27,278,F,3-MEDIUM,Clerk#000000489,0,1,2,248891,0.0,0.0,497782.0,Customer#000000278,4jqLjG 2aeYMFEJi,SAUDI ARABIA,MIDDLE EAST,30-445-570-5841
28129,1992-01-27,991,F,3-MEDIUM,Clerk#000000461,0,1,3,186821,0.0,0.0,373642.0,,,,,
4804,1992-01-28,358,F,2-HIGH,Clerk#000000614,0,1,1,153982,0.0,0.0,307964.0,Customer#000000358,F  z jplpUKWz1Hn7p3ez2qTsiIh,ETHIOPIA,AFRICA,15-457-255-3822
31170,1992-01-28,635,F,3-MEDIUM,Clerk#000000629,0,1,1,101465,0.0,0.0,202930.0,,,,,
41760,1992-01-28,463,F,5-LOW,Clerk#000000154,0,1,4,231661,0.0,0.0,463322.0,Customer#000000463,"LV7MN7Tkm2NSo4Q3lwvjxGQyRJjRZRf,M",INDIA,ASIA,18-167-214-5805
